    TIME              DATE               BHP         BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      BHP      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      OPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR      WPR     FOPR     FOPT     FWPR     FWPT     FWIR      FWIT   
        2573       1/17/2005                 93.13   128.92   100.87    94.59   115.88   119.04   105.80   100.97    49.29    89.31   129.92   130.33   132.07   107.42    98.40    98.93   109.67   121.44   119.70   128.77   145.52   148.20   148.33   146.61   146.29   145.79   147.23   146.45   144.99   144.86   321.58   298.52   318.48   315.67   133.94   319.05   323.31   321.83    99.19   261.16   196.05    50.10   164.83   127.08    40.13   200.54    69.24    63.10   212.07    61.09     0.00    12.11     0.00     0.00   178.53     0.00     0.00     0.00    13.30    55.87   131.10   268.90   149.07   186.20   274.26   110.92   254.61   250.91   103.48   265.51   3921.7 11753500   2197.0  2362010   6359.2  11669100
        2603       2/16/2005                 90.97   128.58   100.64    94.95   116.34   119.14   106.50   100.90    49.66    88.77   130.71   129.53   131.43   107.62    99.07    99.24   109.79   121.78   120.09   129.61   145.43   148.82   148.85   145.91   146.66   145.40   146.13   145.80   145.63   145.15   317.34   302.21   321.14   318.02   136.24   314.41   311.98   314.71    85.68   272.19   181.34    53.75   163.62   129.38    34.76   200.77    63.16    65.48   221.28    49.07     0.00    14.21     0.00     0.00   176.67     0.00     0.00     0.00     3.59    52.37   129.87   270.88   151.25   197.21   283.13   125.39   256.18   247.78   101.91   266.93   3897.0 11870400   2254.8  2429650   6359.2  11859900
        2634       3/19/2005                 91.91   128.35   101.14    95.60   115.53   119.28   106.62   101.64    50.22    88.57   129.63   129.68   131.25   109.16    99.97    99.41   109.59   121.29   120.21   130.32   144.03   148.79   147.85   146.53   146.54   145.66   147.30   146.62   145.18   145.10   319.96   301.18   327.28   329.44   133.97   316.57   317.14   314.89    90.02   264.29   180.78    46.91   160.20   119.32    34.64   200.55    63.39    62.93   211.93    47.48     0.00    18.21     0.00     0.00   181.03     0.00     0.00     0.00    11.23    53.30   144.39   273.31   155.16   190.17   285.56   112.26   248.62   258.40   103.77   274.13   3856.5 11989900   2277.4  2500250   6359.2  12057000
        2664       4/18/2005                 92.75   128.67   101.14    94.76   115.99   117.67   107.07   101.29    50.11    88.32   129.59   131.45   132.30   108.38    98.81    99.78   109.20   121.29   119.81   128.83   145.23   149.64   148.10   146.89   147.13   144.34   147.00   147.05   144.98   145.31   323.48   312.66   323.17   309.40   137.25   312.82   313.41   324.76    91.83   266.53   175.40    46.28   164.95   123.62    38.59   188.55    62.69    66.84   217.61    48.35     0.00    13.04     0.00     0.00   180.82     0.00     0.00     0.00     6.46    48.50   146.71   266.28   160.25   189.24   277.98   125.31   257.44   254.38    98.61   280.34   3842.9 12105200   2309.5  2569540   6359.2  12247800
        2694       5/18/2005                 92.47   128.06   100.76    94.79   116.46   118.12   107.02   102.28    50.54    88.52   129.40   130.79   131.34   108.45   100.52   100.90   109.95   121.32   120.75   128.98   145.57   148.52   148.46   146.05   146.72   145.82   146.49   147.20   144.36   146.21   310.45   306.88   319.45   312.85   135.16   313.18   327.75   314.55    92.80   261.62   180.23    47.56   160.97   117.79    41.74   188.07    69.44    63.86   213.62    53.55     0.00    15.08     0.00     0.00   183.62     0.00     0.00     0.00     2.26    60.74   143.78   269.79   148.14   195.79   278.60   119.36   263.44   257.48   107.31   262.07   3848.2 12220700   2305.4  2638700   6359.2  12438600
        2725       6/18/2005                 92.56   128.27   100.60    95.40   115.48   118.36   105.98   101.94    50.17    88.90   129.38   131.16   131.51   109.04    99.96   100.57   111.34   122.91   120.93   129.43   145.38   149.17   148.89   145.67   147.16   145.25   147.27   146.61   145.50   144.75   316.49   303.02   316.96   320.36   131.58   313.74   329.76   315.71    90.70   257.04   184.75    44.84   167.61   119.92    38.38   185.51    58.48    55.96   207.24    42.72     0.00    14.14     0.00     0.00   197.35     0.00     0.00     0.00    -0.81    59.38   136.42   269.54   158.41   200.23   274.71   137.72   266.16   261.01   111.09   265.32   3831.5 12339400   2307.5  2710230   6359.2  12635700
        2755       7/18/2005                 92.96   128.64   101.97    95.46   116.69   118.64   106.12   100.94    50.26    88.72   130.31   130.17   131.64   108.76    99.14   101.20   110.12   122.20   120.54   129.86   144.93   149.53   149.32   146.32   147.58   145.79   147.17   148.14   145.68   144.98   320.62   293.94   317.42   316.90   130.36   317.69   317.84   324.68    91.81   261.90   182.69    39.98   156.53   120.70    34.32   185.21    63.70    59.02   219.06    40.38     0.00    22.09     0.00     0.00   190.61     0.00     0.00     0.00    10.02    67.75   147.49   275.45   154.78   204.67   282.11   127.81   274.71   262.50   115.18   272.96   3800.8 12453500   2350.7  2780750   6359.2  12826500
        2786       8/18/2005                 91.78   128.26   100.96    94.56   116.45   118.83   107.42   101.77    50.87    87.46   129.08   131.65   130.74   109.13   100.78   100.61   111.00   121.95   121.23   129.67   145.41   148.63   149.13   147.09   147.10   145.91   147.20   147.00   145.74   145.86   327.25   307.90   315.22   322.14   130.27   310.17   323.38   312.97    83.96   255.52   172.91    43.63   162.40   121.29    28.35   181.34    51.42    65.07   205.93    40.62     0.00    13.36     0.00     0.00   184.71     1.20     0.00     0.00     8.42    57.84   153.01   270.41   160.13   196.71   287.81   140.36   255.05   260.96   116.97   269.65   3794.7 12571100   2408.1  2855400   6359.2  13023600
        2816       9/17/2005                 93.14   129.27   101.75    96.18   115.85   119.75   106.17   102.42    49.81    88.26   129.32   130.07   132.85   109.20   100.16   100.81   111.17   122.56   120.62   129.37   145.74   148.90   149.15   146.14   147.74   146.40   147.79   146.86   145.49   146.19   323.43   290.59   322.24   313.23   126.31   306.57   310.91   314.70    90.75   251.88   162.98    44.86   150.43   120.17    35.95   170.81    55.13    55.31   204.58    41.45     0.00    23.82     0.00     0.00   193.80    10.86     0.00     0.00     4.76    67.14   142.87   286.13   162.98   200.35   284.52   143.44   261.89   260.81   118.16   262.98   3761.7 12684000   2376.6  2926700   6359.2  13214400
        2846       10/17/2005                93.11   128.18   102.13    95.23   116.66   119.83   106.57   102.22    50.90    87.45   128.75   130.84   132.57   109.33   101.86   100.86   111.42   122.08   120.80   129.99   146.28   149.20   148.97   145.83   147.99   144.77   146.37   147.17   145.60   145.20   320.57   303.63   314.69   310.53   117.11   303.65   320.68   312.97    90.77   249.03   162.97    36.73   154.34   119.32    30.14   166.53    43.70    56.45   201.95    49.52     0.00    13.38     0.00     0.00   191.40     9.30     0.00     0.00     2.91    60.71   146.60   272.23   166.57   198.30   286.05   136.06   262.85   256.69   113.89   270.92   3692.3 12794700   2424.5  2999430   6359.2  13405200
        2877       11/17/2005                93.67   128.51   101.87    96.26   116.83   119.20   107.38   101.39    49.57    87.72   130.78   130.94   131.85   109.89   100.20   101.27   111.27   122.95   121.25   129.60   145.59   149.22   149.04   146.69   147.79   146.35   147.30   147.21   145.17   146.82   321.48   303.01   318.93   319.00   116.35   302.68   322.61   325.52    91.17   250.68   166.95    49.23   146.11   115.48    38.97   175.19    55.57    52.41   192.07    46.93     0.00    26.49     0.00     0.00   187.27    13.04     0.00     0.00     4.95    62.96   156.82   275.71   164.23   186.34   276.45   150.81   253.08   259.54   111.74   276.28   3665.3 12908300   2387.9  3073460   6359.2  13602300
        2907       12/17/2005                93.53   128.70   102.54    95.23   116.72   120.25   107.50   102.73    49.96    88.25   129.86   131.31   131.67   109.66   101.75    99.68   111.95   122.74   120.82   130.11   145.10   149.35   148.97   146.78   147.71   145.61   146.67   146.57   145.73   145.63   322.47   284.34   307.48   315.86   120.92   294.67   322.14   321.05    86.88   254.93   168.14    46.25   165.86   116.19    32.49   158.47    44.62    58.16   190.38    37.95     0.00    14.93     0.00     0.00   195.07    21.44     0.00     0.00    16.79    72.27   153.83   282.20   167.17   207.29   284.59   153.87   274.55   269.40   116.06   274.47   3710.4 13019700   2405.7  3145630   6359.2  13793100
        2938       1/17/2006                 93.18   129.02   102.29    95.20   116.69   119.24   107.78   102.46    50.31    86.76   131.03   131.04   132.21   110.38   101.74   101.34   112.93   123.07   120.47   130.07   145.14   149.33   149.88   147.44   147.70   145.69   147.01   147.52   146.11   145.34   317.59   299.26   320.33   317.35   127.31   294.41   314.93   317.69    85.99   247.44   160.64    41.64   150.22   117.19    29.94   170.91    48.96    58.76   194.12    44.46     0.00    17.40     0.00     0.00   195.24    19.96     0.00     0.00     6.25    74.76   157.07   272.20   166.91   202.31   283.09   159.86   263.32   273.42   113.45   284.05   3649.2 13132800   2503.9  3223250   6359.2  13990200
        2968       2/16/2006                 94.05   129.57   102.44    96.07   116.85   119.25   108.00   102.20    50.01    87.28   129.75   132.20   132.66   110.01   101.83   101.50   111.58   123.90   121.50   131.24   146.04   150.14   149.50   148.12   147.37   144.84   146.49   146.68   145.36   145.60   313.43   301.31   315.72   318.79   117.58   287.22   314.21   314.92    88.86   250.15   162.79    36.68   150.00   115.97    25.58   162.02    56.19    48.65   194.57    40.93     0.00    18.61     0.00     0.00   197.11    28.75     0.00     0.00     9.88    76.09   159.87   277.85   170.12   207.48   281.00   161.30   259.75   270.51   117.24   270.20   3659.1 13242600   2489.3  3297930   6359.2  14181000
        2999       3/19/2006                 93.72   128.81   102.06    96.04   117.78   120.01   108.07   101.79    49.78    87.87   130.30   132.15   132.59   109.69   101.45   101.54   112.41   123.36   121.30   129.68   145.91   149.08   148.25   146.80   148.16   146.11   147.18   147.10   145.32   146.40   324.06   299.55   313.51   322.04   118.92   285.43   315.19   316.71    87.00   240.04   162.98    39.01   152.14   101.54    32.04   149.36    52.69    53.33   194.80    43.25     0.00    25.31     0.00     0.00   195.43    29.91     0.00     0.00     6.75    76.01   157.42   284.77   167.24   211.47   297.37   167.65   271.04   273.51   123.72   281.01   3615.6 13354600   2505.8  3375610   6359.2  14378100
        3029       4/18/2006                 94.04   128.85   103.15    96.60   117.47   119.18   106.80   102.74    50.02    86.82   130.72   130.99   132.70   110.38   102.24   101.43   112.46   122.77   120.96   130.17   144.59   149.71   148.83   146.75   147.65   145.76   147.41   147.60   145.76   145.87   323.12   293.50   318.85   316.71   120.77   284.68   315.00   320.15    89.52   234.60   159.94    34.34   148.26   110.50    34.08   154.45    39.76    45.44   188.77    45.91     0.00    26.45     0.00     0.00   201.56    36.53     0.00     0.00    12.45    67.62   161.95   283.50   162.32   203.82   293.17   168.59   278.19   272.86   113.72   267.92   3603.6 13462700   2568.6  3452660   6359.2  14568900
        3059       5/18/2006                 93.91   127.64   102.78    96.13   116.84   119.36   107.40   102.84    49.81    87.20   130.20   132.19   132.41   110.82   102.18   101.24   112.53   122.62   122.32   129.28   145.96   150.28   149.85   147.19   147.48   145.83   147.30   147.58   146.09   146.39   317.56   290.85   314.52   311.39   123.98   276.64   323.78   319.78    89.36   237.02   154.08    34.42   144.91   109.85    28.45   144.44    48.63    45.76   192.19    38.65     0.00    26.73     0.00     0.00   199.01    38.92     0.00     0.00    14.16    71.38   166.47   283.05   161.43   210.39   290.01   188.63   273.56   274.72   122.04   275.10   3578.4 13570100   2550.7  3529180   6359.2  14759700
        3090       6/18/2006                 94.36   128.36   102.25    96.85   117.49   118.73   107.01   104.06    50.01    86.68   130.92   132.26   132.85   110.61     -999   101.66   113.08   122.94   121.70   130.92   145.62   149.42   148.72   147.32   148.30   146.42   147.17   147.69   146.78   146.09   315.15   286.23   315.29   316.71   121.95   281.75   312.24   319.36    83.39   241.74   149.14    30.92   143.71   100.93     0.00   143.50    48.17    51.83   187.30    44.05     0.00    26.37     0.00     0.00   214.57    32.92     0.00     0.00    12.55    76.24   158.03   286.46   172.68   204.73     0.00   179.73   274.79   272.08   130.71   284.19   3546.3 13680000   2595.6  3609650   6359.2  14956800
        3120       7/18/2006                 94.96   129.38   103.59    97.95   117.66   119.30   108.85   103.14    50.77    87.18   131.45   131.17   132.45   111.10     -999   102.61   113.01   123.55   122.03   131.20   146.38   151.10   149.13   148.16   147.14   147.18   147.67   147.42   146.21   147.12   311.54   286.58   321.27   322.25   107.77   266.21   320.62   312.68    86.33   234.55   154.44    43.17   146.51   100.96     0.00   133.66    45.83    48.05   185.05    38.72     0.00    25.52     0.00     0.00   210.49    38.61     0.00     0.00    10.44    76.23   170.68   284.65   173.35   213.55     0.00   179.76   269.82   280.23   129.15   280.37   3493.4 13784800   2326.1  3679430   6359.2  15147600
        3151       8/18/2006                 95.18   129.10   102.96    97.13   117.68   119.40   108.23   103.25    50.76    87.64   131.31   132.58   132.64   111.40     -999   101.90   113.06   124.32   122.18   129.93   146.34   149.20   150.26   148.36   147.78   145.98   148.72   148.93   146.59   145.90   320.47   292.52   316.16   321.60   109.08   275.79   318.71   322.08    84.01   236.73   152.38    34.68   144.49   102.02     0.00   123.50    44.46    49.12   190.28    31.33     0.00    24.98     0.00     0.00   199.13    44.91     0.00     0.00    10.23    81.46   172.32   272.35   177.65   212.75     0.00   186.84   272.77   267.03   129.59   277.02   3466.2 13892300   2342.9  3752060   6359.2  15344700
        3181       9/17/2006                 95.54   129.54   103.80    97.55   118.84   119.99   108.25   104.34    50.33    87.56   131.44   132.60   133.19   110.59     -999   103.06   113.60   123.44   121.77   130.56   146.57   150.13   150.56   148.06   149.03   147.04   147.94   148.49   146.27   147.99   314.65   282.71   314.61   324.62   106.67   271.95   316.66   313.67    94.66   232.69   142.01    39.71   139.70   104.89     0.00   129.45    46.88    46.92   189.68    44.00     0.00    25.80     0.00     0.00   204.87    47.03     0.00     0.00    20.45    78.05   162.09   292.18   170.52   211.82     0.00   190.05   274.21   264.62   125.17   280.48   3469.4 13996400   2329.0  3821930   6359.2  15535500
        3211       10/17/2006                94.75   130.59   104.12    97.07   118.44   119.75   108.18   103.21    50.33    88.75   131.16   132.29   133.79   112.51     -999   102.14   113.53   123.82   122.15   131.69   147.36   150.80   150.46   148.68   148.74   147.31   148.93   149.50   146.40   147.46   319.53   289.46   312.00   315.47    99.57   262.57   319.51   317.07    83.28   235.79   146.66    39.82   141.53    97.42     0.00   126.02    36.54    48.79   191.34    39.99     0.00    25.36     0.00     0.00   207.21    60.01     0.00     0.00    13.03    82.30   171.11   280.04   170.02   209.27     0.00   192.69   277.10   279.47   135.48   275.27   3456.1 14100100   2347.3  3892350   6359.2  15726300
        3242       11/17/2006                95.39   130.03   103.93    97.82   118.42   120.82   110.21   103.95    49.34    86.92   131.27   133.32   133.87   112.55     -999   102.97   113.13   124.74   123.82   132.72   146.78   150.82   150.28   148.13   148.18   146.84   147.86   149.22   147.25   147.24   309.05   292.61   318.13   329.23   107.32   265.84   315.10   312.60    87.94   237.19   136.94    47.08   138.46    96.51     0.00   118.80    43.33    39.56   190.95    28.78     0.00    32.29     0.00     0.00   205.82    54.95     0.00     0.00     7.54    84.01   174.08   289.36   174.45   210.34     0.00   195.34   279.57   276.07   139.25   272.96   3422.4 14206100   2378.4  3966080   6359.2  15923400
        3272       12/17/2006                95.19   131.64   104.78    97.99   118.62   120.79   109.67   104.67    50.12    87.33   131.66   132.89   134.40   112.36     -999   102.63   114.02   125.04   122.82   132.27   146.33   150.66   150.39   148.99   149.59   147.69   148.99   148.88   146.64   147.99   309.04   292.87   318.75   316.24   101.25   265.92   314.39   324.03    87.97   232.28   140.14    30.16   134.95   100.37     0.00   118.31    39.43    37.77   185.99    32.68     0.00    33.81     0.00     0.00   210.41    64.92     0.00     0.00    14.71    89.12   183.81   283.21   182.43   223.28     0.00   199.04   279.21   267.57   137.71   275.35   3415.4 14308600   2396.0  4037960   6359.2  16114200
        3303       1/17/2007                 96.19   130.22   104.86    98.52   119.20   121.04   109.81   105.28    50.61    88.16   131.12   133.48   134.72   112.01     -999   103.51   115.58   125.04   122.31   131.80   146.66   150.98   150.65   148.30   149.04   146.94   149.46   148.55   146.99   148.33   314.84   280.41   325.32   324.31   110.43   256.56   315.05   313.88    87.14   229.91   133.17    26.61   150.22    94.88     0.00   111.92    43.49    39.90   179.00    31.22     0.00    31.08     0.00     0.00   210.02    65.67     0.00     0.00     7.53    84.41   181.04   281.36   174.92   218.80     0.00   203.42   284.35   271.60   138.08   282.69   3382.5 14413500   2444.6  4113740   6359.2  16311300
        3333       2/16/2007                 95.50   129.99   104.60    99.26   119.99   120.76   108.63   104.54    50.23    89.37   132.82     -999   134.07   113.52     -999   104.13   115.57   125.89   123.43   131.60   147.29   151.27   151.80   148.87   149.81   146.83   150.00   149.45   147.76   148.77   315.15   286.43   316.55   307.13   103.47   255.91   318.25   316.18    90.54   231.39   142.08     0.00   139.13   103.41     0.00   108.43    39.61    47.31   179.43    35.07     0.00    28.34     0.00     0.00   216.21    49.73     0.00     0.00     7.97    89.45   185.23     0.00   180.13   218.00     0.00   223.18   284.58   275.32   137.61   286.76   3368.3 14514500   2435.0  4186790   6359.2  16502100
        3364       3/19/2007                 96.84   131.55   104.68    98.82   119.64   121.36   109.62   104.59    48.85    88.54   133.39     -999   135.28   112.65     -999   104.12   114.40   125.71   123.95   132.76   146.84   151.18   150.33   150.15   150.09   147.65   149.11   149.12   148.53   148.70   319.97   274.63   319.64   316.72   100.64   244.78   309.44   311.02    83.84   223.21   126.23     0.00   136.89    95.81     0.00   108.86    33.23    38.67   182.47    40.20     0.00    47.57     0.00     0.00   215.23    68.92     0.00     0.00     0.23    77.54   179.61     0.00   193.62   216.97     0.00   221.29   278.17   274.20   134.52   288.44   3335.5 14617900   2182.5  4254450   6359.2  16699200
        3394       4/18/2007                 97.58   132.36   105.15    98.89   119.67   121.28   110.29   104.25    49.22    88.89   132.36     -999   134.95   113.61     -999   102.91   116.17   125.45   123.18   131.46   147.45   151.25   151.39   150.18   149.85   148.76   150.20   150.67   148.41   148.89   316.45   272.92   322.68   316.47    96.73   250.99   311.71   322.99    89.43   227.17   134.86     0.00   148.81    94.27     0.00   101.29    41.39    39.26   172.36    40.82     0.00    36.93     0.00     0.00   210.66    77.29     0.00     0.00     7.91    82.99   180.29     0.00   181.55   221.60     0.00   214.16   282.45   280.99   142.13   279.25   3266.2 14715900   2196.3  4320340   6359.2  16890000
        3424       5/18/2007                 97.67   132.67   104.77    99.71   119.58   122.38   110.67   105.17    50.12    88.28   132.88     -999   135.80   114.59     -999   103.98   115.54   126.08   123.24   133.34   147.43   152.11   152.17   149.22   150.60   149.72   149.92   151.75   148.44   149.58   315.46   275.36   314.75   315.28    99.67   247.34   314.47   316.84    84.71   227.86   126.65     0.00   133.89    98.52     0.00   100.14    41.43    39.29   170.16    34.08     0.00    40.38     0.00     0.00   231.82    73.08     0.00     0.00    14.92    87.80   181.15     0.00   182.65   226.75     0.00   223.14   283.84   284.58   143.68   281.97   3300.6 14814900   2198.2  4386280   6359.2  17080800
        3455       6/18/2007                 97.39   130.85   105.32    99.99   120.79   123.05   110.67   106.14    50.34    90.09   133.53     -999   134.51   114.24     -999   104.60   116.20   125.34   124.75   133.47   148.68   152.35   153.39   149.97   150.31   149.61   150.39   150.81   149.02   149.74   315.68   275.25   318.03   320.31   103.28   239.34   319.04   315.75    85.89   223.12   142.38     0.00   126.34    96.04     0.00    92.62    28.69    37.83   173.08    31.69     0.00    42.34     0.00     0.00   224.40    84.55     0.00     0.00    14.30    94.63   186.02     0.00   183.23   220.64     0.00   219.13   271.20   271.62   149.29   283.77   3255.9 14915900   2255.8  4456210   6359.2  17277900
        3485       7/18/2007                 96.70   131.92   105.77    99.71   120.48   122.58   111.38   105.77    50.12    89.41   134.30     -999   136.12   113.37     -999   105.09   116.75   127.52   124.28   134.28   148.77   151.93   152.31   149.83   150.51   149.29   150.99   151.15   149.15   149.67   317.65   267.04   318.38   320.00    96.34   240.88   312.46   311.95    88.65   231.48   135.85     0.00   132.60    92.35     0.00    91.90    33.83    36.41   176.23    35.11     0.00    43.04     0.00     0.00   216.76    68.77     0.00     0.00    10.48    84.81   183.16     0.00   176.74   222.84     0.00   223.54   280.13   273.62   143.38   284.84   3244.4 15013200   2245.1  4523570   6359.2  17468700
        3516       8/18/2007                 98.77   134.02   106.47   101.08   121.19   123.06   111.56   105.09    49.82    90.24   134.27     -999   137.24   115.49     -999   106.31   116.98   127.08   124.76   133.65   148.36   152.71   152.28   149.99   151.57   149.21   151.05   150.97   149.68   149.97   310.79   270.35   321.01   311.41    98.82   237.83   318.66   314.48    83.66   232.25   127.20     0.00   135.11    94.10     0.00    92.35    31.24    44.57   176.80    41.01     0.00    55.94     0.00     0.00   222.85    75.52     0.00     0.00    21.10    96.60   188.36     0.00   180.05   223.98     0.00   226.97   284.00   283.71   139.32   281.21   3239.1 15113600   2212.1  4592140   6359.2  17665800
        3546       9/17/2007                 98.65   132.61   106.89   100.18   121.20   122.85   111.90   106.84    49.83    89.21   133.73     -999   137.11   115.32     -999   105.48   116.27   127.30   126.07   134.04   149.26   152.98   152.25   151.07   151.52   149.38   151.88   150.95   149.41   149.93   315.44   271.02   323.30   317.13   100.38   242.47   320.78   315.23    83.10   225.59   120.65     0.00   131.08    99.96     0.00    90.10    40.17    43.21   171.65    30.05     0.00    47.43     0.00     0.00   217.75    85.79     0.00     0.00    19.32    99.21   190.64     0.00   191.14   223.90     0.00   236.80   286.43   272.10   145.33   283.47   3241.6 15210800   2279.6  4660530   6359.2  17856600
        3576       10/17/2007                97.77   133.44   106.40   100.30   121.88   123.13   111.92   106.49    49.63    90.24   134.37     -999   137.12   115.72     -999   105.93   117.99   127.32   124.44   135.30   150.15   153.47   152.33   150.82   152.30   150.00   151.02   151.28   150.50   151.34   313.41   269.18   317.89   306.48    91.57   224.20   316.61   319.83    87.40   222.11   130.92     0.00   133.73    87.58     0.00    87.15    29.68    44.10   166.96    30.03     0.00    53.23     0.00     0.00   225.65    81.01     0.00     0.00    17.43    86.05   196.62     0.00   187.03   228.24     0.00   236.83   280.76   283.76   154.02   282.03   3241.3 15308100   2299.3  4729510   6359.2  18047400
        3607       11/17/2007                99.03   132.93   106.83   100.30   122.02   124.03   112.04   106.19    49.66    90.67   134.53     -999   137.03   115.67     -999   107.05   118.66   128.32   126.15   135.08   150.43   153.75   153.78   150.97   151.48   150.46   152.36   152.26   151.07   149.29   321.28   270.09   310.73   321.39    89.96   236.81   316.15   318.29    90.50   214.24   124.76     0.00   135.94    94.95     0.00    83.90    29.77    30.53   168.30    31.38     0.00    57.15     0.00     0.00   217.04    82.83     0.00     0.00    10.23    95.05   193.78     0.00   186.77   229.05     0.00   236.46   284.22   284.82   157.69   288.12   3178.8 15406600   2312.7  4801200   6359.2  18244500
        3637       12/17/2007                98.98   133.18   107.49   101.87   121.88   124.05   112.46   107.66    49.65    91.22   135.27     -999   137.70   117.06     -999   107.67   118.88   128.15   126.31   135.45   149.68   154.29   153.15   151.84   152.45   150.94   152.09   152.22   150.43   149.66   329.21   260.12   321.44   320.67    99.81   228.13   302.16   316.63    83.84   216.55   124.59     0.00   133.43    93.19     0.00    86.37    32.42    34.00   164.55    41.20     0.00    52.23     0.00     0.00   217.41    84.25     0.00     0.00    12.52    90.94   196.38     0.00   186.84   229.32     0.00   233.56   280.35   283.41   156.71   283.84   3189.0 15502300   2323.2  4870900   6359.3  18435300
        3651       12/31/2007                98.74   134.56   108.40   101.34   122.38   124.77   112.02   106.35    50.28    90.71   135.72     -999   137.98   117.07     -999   107.17   118.48   128.10   125.83     -999   150.59   154.43   154.01   151.88   152.77   149.78   153.34   152.23   151.30   149.91   312.41   264.04   316.01   319.26    88.46   238.43   320.24   327.41    82.05   221.54   119.65     0.00   129.61    91.09     0.00    76.46    36.07    32.65   167.14     0.00     0.00    50.56     0.00     0.00   226.46    83.48     0.00     0.00    21.76   104.92   194.32     0.00   182.02   223.33     0.00   243.11   288.01   284.48   152.29     0.00   3188.0 15537400   2308.0  4896290   6360.0  18505300
